"gene","pathway"
"HR","ORPHA:701"
"HR","ORPHA:86819"
"HR","ORPHA:444"
"ADCY10","ORPHA:2197"
"SPATA7","ORPHA:65"
"SPATA7","ORPHA:791"
"SPATA7","OMIM:604232"
"SPATA7","ORPHA:364055"
"VPS11","ORPHA:466934"
"VPS11","OMIM:616683"
"CENPJ","OMIM:608393"
"CENPJ","OMIM:613676"
"CENPJ","ORPHA:808"
"CENPJ","ORPHA:2512"
"PSENEN","ORPHA:79145"
"PSENEN","OMIM:613736"
"KIZ","OMIM:615780"
"KIZ","ORPHA:791"
"TMEM165","OMIM:614727"
"TMEM165","ORPHA:314667"
"TMEM126B","OMIM:252010"
"TMEM126B","ORPHA:2609"
"HDAC8","ORPHA:199"
"HDAC8","ORPHA:3459"
"ZC4H2","ORPHA:3454"
"NDUFA12","OMIM:256000"
"NDUFA12","ORPHA:255241"
"KLHL7","OMIM:612943"
"KLHL7","ORPHA:791"
"KLHL7","ORPHA:157820"
"KLHL7","OMIM:617055"
"KLHL7","ORPHA:97297"
"CFC1","ORPHA:216729"
"CFC1","ORPHA:157769"
"CFC1","OMIM:217095"
"CFC1","OMIM:613853"
"CFC1","ORPHA:99042"
"CFC1","ORPHA:244283"
"CFC1","OMIM:605376"
"CFC1","ORPHA:216718"
"SMG9","OMIM:616920"
"ALG1","ORPHA:79327"
"ALG1","OMIM:608540"
"TEX11","ORPHA:399805"
"TEX11","OMIM:309120"
"NSMCE3","OMIM:617241"
"ANKH","ORPHA:1416"
"ANKH","ORPHA:1522"
"ANKH","OMIM:118600"
"ANKH","OMIM:123000"
"LMOD3","ORPHA:171430"
"LMOD3","OMIM:616165"
"LMOD3","ORPHA:171436"
"BTNL2","ORPHA:797"
"MRAP","ORPHA:361"
"MRAP","OMIM:607398"
"LRRC8A","OMIM:613506"
"LRRC8A","ORPHA:33110"
"DNAJC12","OMIM:617384"
"CYP26B1","OMIM:614416"
"CYP26B1","ORPHA:293925"
"SLC2A9","ORPHA:94088"
"SLC2A9","OMIM:612076"
"DIABLO","ORPHA:90635"
"DIABLO","OMIM:614152"
"INPP5E","ORPHA:220493"
"INPP5E","ORPHA:1454"
"INPP5E","OMIM:610156"
"INPP5E","ORPHA:75858"
"INPP5E","OMIM:213300"
"INPP5E","ORPHA:475"
"TWNK","ORPHA:254892"
"TWNK","ORPHA:1186"
"TWNK","ORPHA:70595"
"TWNK","OMIM:271245"
"TWNK","OMIM:616138"
"TWNK","OMIM:607459"
"TWNK","ORPHA:363534"
"TWNK","OMIM:609286"
"TWNK","ORPHA:2855"
"CFAP298","OMIM:615500"
"CFAP298","ORPHA:244"
"JPH1","OMIM:607831"
"FMN2","OMIM:616193"
"FMN2","ORPHA:88616"
"SMARCAD1","OMIM:136000"
"SMARCAD1","ORPHA:1658"
"SMARCAD1","OMIM:129200"
"SMARCAD1","ORPHA:289465"
"MCCC1","OMIM:210200"
"MCCC1","ORPHA:6"
"MRPS22","OMIM:611719"
"MRPS22","ORPHA:137908"
"MFF","OMIM:617086"
"MFF","ORPHA:485421"
"FAM20C","OMIM:259775"
"FAM20C","ORPHA:1832"
"PRDM8","OMIM:616640"
"PRDM8","ORPHA:324290"
"POGLUT1","OMIM:617232"
"POGLUT1","ORPHA:79145"
"POGLUT1","OMIM:615696"
"POGLUT1","ORPHA:480682"
"COQ8A","ORPHA:139485"
"COQ8A","OMIM:612016"
"CABP4","OMIM:610427"
"CABP4","ORPHA:215"
"COQ9","OMIM:614654"
"COQ9","ORPHA:319678"
"RARS2","ORPHA:2254"
"RARS2","ORPHA:166073"
"RARS2","OMIM:611523"
"DAZ3","OMIM:415000"
"DAZ3","ORPHA:1646"
"DAZ2","OMIM:415000"
"DAZ2","ORPHA:1646"
"TBX20","OMIM:611363"
"TBX20","ORPHA:99103"
"HYMAI","ORPHA:99886"
"HYMAI","OMIM:601410"
"HYMAI","ORPHA:96191"
"KNL1","OMIM:604321"
"KNL1","ORPHA:2512"
"CPA6","OMIM:614417"
"CPA6","ORPHA:163717"
"CPA6","ORPHA:165805"
"CPA6","OMIM:614418"
"RPGRIP1","ORPHA:65"
"RPGRIP1","ORPHA:564"
"RPGRIP1","ORPHA:1872"
"RPGRIP1","OMIM:613826"
"RPGRIP1","OMIM:608194"
"PNPLA2","OMIM:610717"
"PNPLA2","ORPHA:98908"
"CYSLTR2","ORPHA:39044"
"PDSS2","ORPHA:255249"
"PDSS2","OMIM:614652"
"NUP107","ORPHA:2065"
"NUP107","ORPHA:93213"
"NUP107","OMIM:616730"
"NUP107","ORPHA:243"
"LYRM4","OMIM:615595"
"LYRM4","ORPHA:397593"
"DAZ4","ORPHA:1646"
"SLURP1","ORPHA:87503"
"SLURP1","OMIM:248300"
"JPH2","OMIM:613873"
"GJC2","OMIM:608804"
"GJC2","OMIM:613206"
"GJC2","ORPHA:79452"
"GJC2","ORPHA:320401"
"GJC2","OMIM:613480"
"GJC2","ORPHA:280282"
"SALL4","OMIM:147750"
"SALL4","OMIM:607323"
"SALL4","ORPHA:2307"
"SALL4","ORPHA:261638"
"SALL4","ORPHA:261647"
"SALL4","ORPHA:959"
"VARS2","ORPHA:420728"
"VARS2","OMIM:615917"
"THOC2","ORPHA:457240"
"THOC2","OMIM:300957"
"SELENON","ORPHA:97244"
"SELENON","ORPHA:2020"
"SELENON","ORPHA:84132"
"SELENON","ORPHA:324604"
"SELENON","OMIM:602771"
"SELENON","OMIM:255310"
"MCOLN1","ORPHA:578"
"MCOLN1","OMIM:252650"
"ADGRG6","OMIM:616503"
"VANGL2","ORPHA:268397"
"VANGL2","ORPHA:268762"
"VANGL2","ORPHA:1048"
"VANGL2","ORPHA:268752"
"VANGL2","ORPHA:268384"
"VANGL2","ORPHA:268766"
"VANGL2","ORPHA:268770"
"VANGL2","ORPHA:268748"
"VANGL2","ORPHA:268758"
"VANGL2","ORPHA:268392"
"VANGL2","ORPHA:268377"
"VANGL2","OMIM:182940"
"VANGL2","ORPHA:268740"
"VANGL2","ORPHA:268388"
"TTC7A","ORPHA:2300"
"TTC7A","OMIM:243150"
"TTC7A","ORPHA:436252"
"SNX14","ORPHA:397709"
"SNX14","OMIM:616354"
"JPH3","ORPHA:98934"
"JPH3","OMIM:606438"
"AICDA","ORPHA:101089"
"AICDA","OMIM:605258"
"SCYL1","OMIM:616719"
"SCYL1","ORPHA:466794"
"PLEKHG5","ORPHA:206580"
"PLEKHG5","OMIM:611067"
"PLEKHG5","ORPHA:369867"
"PLEKHG5","OMIM:615376"
"GATAD2B","ORPHA:363686"
"GATAD2B","OMIM:615074"
"TBC1D24","ORPHA:293181"
"TBC1D24","ORPHA:352596"
"TBC1D24","ORPHA:90636"
"TBC1D24","ORPHA:90635"
"TBC1D24","ORPHA:79500"
"TBC1D24","ORPHA:352582"
"TBC1D24","OMIM:616044"
"TBC1D24","ORPHA:352587"
"TBC1D24","OMIM:614617"
"SLC12A5","OMIM:616645"
"SLC12A5","ORPHA:293181"
"SHROOM4","ORPHA:85288"
"SHROOM4","OMIM:300434"
"ARID1B","ORPHA:1465"
"ARID1B","OMIM:135900"
"ARID1B","ORPHA:251056"
"ARID1B","OMIM:614562"
"KIDINS220","OMIM:617296"
"NLGN4X","OMIM:300495"
"AARS2","ORPHA:319504"
"AARS2","ORPHA:313808"
"AARS2","ORPHA:99853"
"AARS2","OMIM:615889"
"AARS2","OMIM:614096"
"COG6","ORPHA:363523"
"COG6","OMIM:614576"
"COG6","ORPHA:464443"
"COG6","OMIM:615328"
"ARHGAP31","OMIM:100300"
"ARHGAP31","ORPHA:974"
"HECW2","OMIM:617268"
"PCDH19","ORPHA:33069"
"PCDH19","ORPHA:101039"
"PCDH19","OMIM:300088"
"HACE1","ORPHA:635"
"HACE1","ORPHA:464282"
"HACE1","OMIM:616756"
"MIB1","ORPHA:54260"
"MIB1","OMIM:615092"
"WDR35","ORPHA:1515"
"WDR35","OMIM:613610"
"WDR35","OMIM:614091"
"WDR35","ORPHA:93271"
"CC2D2A","ORPHA:1454"
"CC2D2A","OMIM:612284"
"CC2D2A","ORPHA:2318"
"CC2D2A","OMIM:612285"
"CC2D2A","ORPHA:564"
"CC2D2A","OMIM:216360"
"IFT80","ORPHA:474"
"IFT80","ORPHA:93271"
"IFT80","OMIM:611263"
"CEP126","ORPHA:65684"
"TRMT5","OMIM:616539"
"TRMT5","ORPHA:477684"
"DOCK6","ORPHA:974"
"DOCK6","OMIM:614219"
"KCNT1","ORPHA:293181"
"KCNT1","OMIM:614959"
"KCNT1","ORPHA:98784"
"KCNT1","OMIM:615005"
"ZNF687","OMIM:616833"
"DIP2B","OMIM:136630"
"UVSSA","ORPHA:178338"
"UVSSA","OMIM:614640"
"RNF213","ORPHA:2573"
"ALS2","ORPHA:247604"
"ALS2","ORPHA:300605"
"ALS2","OMIM:205100"
"ALS2","OMIM:606353"
"ALS2","OMIM:607225"
"ALS2","ORPHA:293168"
"ZSWIM6","ORPHA:1827"
"ZSWIM6","OMIM:603671"
"ZSWIM6","OMIM:617865"
"FANCM","OMIM:614087"
"FANCM","ORPHA:84"
"FANCM","OMIM:189960"
"GBA2","OMIM:614409"
"GBA2","ORPHA:352641"
"GBA2","ORPHA:320391"
"SLC7A14","OMIM:615725"
"SLC7A14","ORPHA:791"
"PRX","OMIM:614895"
"PRX","OMIM:145900"
"PRX","ORPHA:99952"
"PRX","ORPHA:64748"
"EPG5","ORPHA:1493"
"EPG5","OMIM:242840"
"WDR19","OMIM:616307"
"WDR19","OMIM:614378"
"WDR19","ORPHA:1515"
"WDR19","ORPHA:93592"
"WDR19","ORPHA:474"
"WDR19","OMIM:614376"
"WDR19","ORPHA:3156"
"GATAD1","OMIM:614672"
"GATAD1","ORPHA:154"
"HAMP","ORPHA:79230"
"HAMP","OMIM:613313"
"GRHL3","ORPHA:99771"
"GRHL3","ORPHA:99772"
"GRHL3","OMIM:606713"
"GRHL3","ORPHA:155878"
"GRHL3","ORPHA:101023"
"GRHL3","ORPHA:888"
"NLRC4","ORPHA:1451"
"NLRC4","OMIM:616050"
"NLRC4","OMIM:616115"
"NLRC4","ORPHA:436166"
"NLRC4","ORPHA:47045"
"OVOL2","OMIM:122000"
"OVOL2","ORPHA:98975"
"OVOL2","ORPHA:98973"
"DMRT3","ORPHA:251510"
"IL21","OMIM:615767"
"IL21","ORPHA:477661"
"PRDM12","OMIM:616488"
"TRPV4","OMIM:617383"
"TRPV4","OMIM:156530"
"TRPV4","ORPHA:1216"
"TRPV4","OMIM:184252"
"TRPV4","ORPHA:85169"
"TRPV4","ORPHA:86820"
"TRPV4","ORPHA:431255"
"TRPV4","OMIM:606071"
"TRPV4","OMIM:113500"
"TRPV4","OMIM:168400"
"TRPV4","ORPHA:263482"
"TRPV4","OMIM:600175"
"TRPV4","OMIM:181405"
"TRPV4","ORPHA:93304"
"TRPV4","OMIM:184095"
"TRPV4","ORPHA:2646"
"TRPV4","ORPHA:2635"
"TRPV4","OMIM:606835"
"TRPV4","ORPHA:99937"
"TRPV4","ORPHA:93314"
"ALOXE3","OMIM:606545"
"ALOXE3","OMIM:242100"
"ALOXE3","ORPHA:313"
"ALOXE3","ORPHA:79394"
"ALOXE3","ORPHA:281122"
"GNB4","OMIM:615185"
"GNB4","ORPHA:352670"
"SLC25A19","ORPHA:217396"
"SLC25A19","OMIM:607196"
"SLC25A19","OMIM:613710"
"SLC25A19","ORPHA:99742"
"EDA2R","ORPHA:181"
"ELOVL5","ORPHA:423296"
"ELOVL5","OMIM:615957"
"SLC5A7","OMIM:158580"
"SLC5A7","OMIM:617143"
"SLC5A7","ORPHA:139589"
"SLC5A7","ORPHA:98914"
"HPSE2","ORPHA:2704"
"HPSE2","OMIM:236730"
"NYX","ORPHA:215"
"NYX","OMIM:310500"
"AGBL5","OMIM:617023"
"AGBL5","ORPHA:791"
"ELAC2","ORPHA:1331"
"ELAC2","OMIM:615440"
"ELAC2","ORPHA:369913"
"ALX4","OMIM:613451"
"ALX4","ORPHA:228390"
"ALX4","ORPHA:60015"
"ALX4","ORPHA:35093"
"ALX4","OMIM:609597"
"ALX4","ORPHA:52022"
"GUF1","OMIM:617065"
"GUF1","ORPHA:3451"
"PROK2","ORPHA:432"
"PROK2","ORPHA:478"
"PROK2","OMIM:610628"
"FKBP10","ORPHA:216820"
"FKBP10","OMIM:259450"
"FKBP10","ORPHA:1149"
"FKBP10","OMIM:610968"
"FKBP10","ORPHA:2771"
"FKBP10","ORPHA:216812"
"TRAPPC11","OMIM:615356"
"TRAPPC11","ORPHA:369847"
"TRAPPC11","ORPHA:369840"
"TRAPPC11","ORPHA:869"
"VIPAS39","OMIM:613404"
"VIPAS39","ORPHA:2697"
"PIEZO2","ORPHA:1154"
"PIEZO2","OMIM:617146"
"PIEZO2","OMIM:114300"
"PIEZO2","ORPHA:2461"
"PIEZO2","ORPHA:376"
"PIEZO2","OMIM:248700"
"PIEZO2","OMIM:108145"
"FAM111A","ORPHA:2763"
"FAM111A","OMIM:127000"
"FAM111A","ORPHA:93325"
"FAM111A","OMIM:602361"
"SLC17A9","OMIM:616063"
"SLC17A9","ORPHA:79152"
"ELMO2","ORPHA:140436"
"ELMO2","OMIM:606893"
"CIDEC","ORPHA:435651"
"CIDEC","OMIM:615238"
"ZNF335","ORPHA:329228"
"ZNF335","OMIM:615095"
"XPNPEP3","OMIM:613159"
"XPNPEP3","ORPHA:93589"
"PRDM16","ORPHA:54260"
"PRDM16","OMIM:615373"
"PRDM16","ORPHA:154"
"PRDM16","ORPHA:1606"
"ANO3","ORPHA:420485"
"ANO3","OMIM:615034"
"CDH23","ORPHA:231169"
"CDH23","ORPHA:90636"
"CDH23","ORPHA:2965"
"CDH23","OMIM:601067"
"CDH23","ORPHA:96253"
"CDH23","ORPHA:91347"
"CDH23","OMIM:601386"
"CDH23","ORPHA:314777"
"MCCC2","ORPHA:6"
"MCCC2","OMIM:210210"
"SMOC1","ORPHA:1106"
"SMOC1","OMIM:206920"
"SMOC2","ORPHA:314721"
"SMOC2","OMIM:125400"
"SLC39A8","ORPHA:468699"
"SLC39A8","OMIM:616721"
"NOD2","OMIM:609464"
"NOD2","ORPHA:90340"
"NOD2","OMIM:186580"
"XYLT1","ORPHA:1425"
"XYLT1","OMIM:615777"
"XYLT1","ORPHA:370930"
"XYLT2","OMIM:605822"
"XYLT2","ORPHA:85194"
"IFIH1","ORPHA:85191"
"IFIH1","OMIM:182250"
"IFIH1","ORPHA:51"
"IFIH1","OMIM:615846"
"CARD9","ORPHA:457088"
"CARD9","OMIM:212050"
"P3H1","ORPHA:216804"
"P3H1","OMIM:610915"
"P3H1","ORPHA:216812"
"SEMA4A","ORPHA:440437"
"SEMA4A","OMIM:610283"
"SEMA4A","OMIM:610282"
"SEMA4A","ORPHA:791"
"SEMA4A","ORPHA:1872"
"STRA6","ORPHA:98938"
"STRA6","OMIM:601186"
"STRA6","ORPHA:2470"
"ROBO3","OMIM:607313"
"ROBO3","ORPHA:2744"
"ABCG5","ORPHA:2882"
"ABCG5","ORPHA:391665"
"ABCG5","OMIM:210250"
"ABCG8","ORPHA:2882"
"ABCG8","ORPHA:391665"
"ABCG8","OMIM:210250"
"SOX17","ORPHA:289365"
"SOX17","OMIM:613674"
"NSD1","ORPHA:821"
"NSD1","OMIM:117550"
"NSD1","ORPHA:238613"
"NSD1","ORPHA:1627"
"NSD1","ORPHA:228415"
"NSD1","OMIM:130650"
"NSD1","ORPHA:3447"
"LMBR1","OMIM:188740"
"LMBR1","ORPHA:931"
"LMBR1","ORPHA:2378"
"LMBR1","ORPHA:2950"
"LMBR1","OMIM:174500"
"LMBR1","OMIM:200500"
"LMBR1","ORPHA:93321"
"LMBR1","OMIM:135750"
"LMBR1","OMIM:186200"
"LMBR1","ORPHA:93405"
"LMBR1","ORPHA:93336"
"LMBR1","ORPHA:3332"
"NXN","ORPHA:1507"
"SIL1","ORPHA:559"
"SIL1","OMIM:248800"
"CHST8","OMIM:616265"
"CHST8","ORPHA:263548"
"GREM2","OMIM:617275"
"DCLRE1C","ORPHA:39041"
"DCLRE1C","ORPHA:275"
"DCLRE1C","OMIM:602450"
"DCLRE1C","OMIM:603554"
"INF2","OMIM:613237"
"INF2","OMIM:614455"
"INF2","ORPHA:93213"
"INF2","ORPHA:93114"
"DNAI2","ORPHA:244"
"DNAI2","OMIM:612444"
"CLEC7A","OMIM:613108"
"CLEC7A","ORPHA:1334"
"LMF1","ORPHA:444490"
"LMF1","OMIM:246650"
"ARV1","OMIM:617020"
"NMNAT1","ORPHA:65"
"NMNAT1","OMIM:608553"
"P2RY12","OMIM:609821"
"P2RY12","ORPHA:240935"
"P2RY12","ORPHA:36355"
"KLC2","OMIM:609541"
"KLC2","ORPHA:320406"
"PORCN","ORPHA:2092"
"PORCN","OMIM:305600"
"PLEKHG2","OMIM:616763"
"BCL11B","OMIM:617237"
"PINK1","ORPHA:2828"
"PINK1","OMIM:605909"
"REEP1","ORPHA:101011"
"REEP1","ORPHA:139536"
"REEP1","OMIM:614751"
"REEP1","OMIM:610250"
"ACD","ORPHA:618"
"ACD","ORPHA:3322"
"ACD","OMIM:616553"
"ACD","ORPHA:397692"
"TMEM237","ORPHA:2318"
"TMEM237","ORPHA:220497"
"TMEM237","OMIM:614424"
"TMEM237","ORPHA:475"
"MRPL44","OMIM:615395"
"MRPL44","ORPHA:352563"
"VPS33A","OMIM:617303"
"UPF3B","OMIM:300676"
"UPF3B","ORPHA:777"
"UPF3B","ORPHA:776"
"WNK1","ORPHA:970"
"WNK1","OMIM:201300"
"WNK1","ORPHA:88940"
"WNK1","OMIM:614492"
"PCDH15","ORPHA:231169"
"PCDH15","ORPHA:90636"
"PCDH15","OMIM:601067"
"PCDH15","OMIM:602083"
"PCDH15","OMIM:609533"
"C5ORF42","OMIM:277170"
"C5ORF42","OMIM:614615"
"C5ORF42","ORPHA:2754"
"C5ORF42","ORPHA:65684"
"C5ORF42","ORPHA:475"
"COA7","OMIM:220110"
"WNK4","OMIM:614491"
"WNK4","ORPHA:88939"
"DDRGK1","OMIM:602557"
"CRELD1","ORPHA:1330"
"CRELD1","ORPHA:99068"
"CRELD1","ORPHA:99066"
"CRELD1","ORPHA:99067"
"CRELD1","OMIM:606217"
"COLEC11","OMIM:265050"
"COLEC11","ORPHA:293843"
"VKORC1","OMIM:607473"
"VKORC1","ORPHA:98434"
"VKORC1","ORPHA:413684"
"VKORC1","OMIM:122700"
"VKORC1","ORPHA:413674"
"TSEN34","OMIM:612390"
"TSEN34","ORPHA:2524"
"SECISBP2","OMIM:609698"
"SECISBP2","ORPHA:171706"
"ALG8","OMIM:608104"
"ALG8","ORPHA:79325"
"ASPSCR1","ORPHA:163699"
"ASPSCR1","OMIM:606243"
"ASPSCR1","ORPHA:319308"
"FTO","OMIM:612938"
"FTO","ORPHA:210144"
"MLPH","ORPHA:79478"
"MLPH","OMIM:609227"
"ALG12","OMIM:607143"
"ALG12","ORPHA:79324"
"CARD14","OMIM:173200"
"CARD14","OMIM:602723"
"CARD14","ORPHA:2897"
"NDUFAF5","OMIM:252010"
"NDUFAF5","ORPHA:2609"
"NDUFAF5","ORPHA:255241"
"MBOAT7","OMIM:617188"
"MBOAT7","ORPHA:88616"
"FKRP","ORPHA:370959"
"FKRP","OMIM:236670"
"FKRP","OMIM:606612"
"FKRP","OMIM:613153"
"FKRP","OMIM:607155"
"FKRP","ORPHA:370980"
"FKRP","ORPHA:370968"
"FKRP","ORPHA:34515"
"FKRP","ORPHA:899"
"FKRP","ORPHA:588"
"FA2H","ORPHA:329308"
"FA2H","OMIM:612319"
"FA2H","ORPHA:171629"
"GNPTAB","ORPHA:423461"
"GNPTAB","OMIM:252500"
"GNPTAB","ORPHA:576"
"GNPTAB","OMIM:252600"
"TMEM43","ORPHA:293899"
"TMEM43","OMIM:604400"
"TMEM43","ORPHA:293888"
"TMEM43","OMIM:614302"
"TMEM43","ORPHA:98853"
"TMEM43","ORPHA:293910"
"THOC6","ORPHA:363444"
"THOC6","OMIM:613680"
"MMEL1","ORPHA:186"
"FYCO1","OMIM:610019"
"FYCO1","ORPHA:98991"
"FYCO1","ORPHA:98994"
"EPS8L3","ORPHA:444"
"CDC73","ORPHA:99879"
"CDC73","OMIM:608266"
"CDC73","ORPHA:143"
"CDC73","ORPHA:99880"
"SLC52A2","ORPHA:97229"
"SLC52A2","ORPHA:95433"
"SLC52A2","OMIM:614707"
"TMEM231","ORPHA:2318"
"TMEM231","OMIM:615397"
"TMEM231","ORPHA:564"
"TMEM231","OMIM:614970"
"CARS2","OMIM:616672"
"CARS2","ORPHA:477774"
"TCTN1","OMIM:614173"
"TCTN1","ORPHA:475"
"RNASEH2B","OMIM:610181"
"RNASEH2B","ORPHA:51"
"SH3TC2","OMIM:601596"
"SH3TC2","OMIM:613353"
"SH3TC2","ORPHA:99949"
"EFL1","ORPHA:811"
"FAT4","OMIM:615546"
"FAT4","ORPHA:2136"
"FAT4","ORPHA:314679"
"FAT4","OMIM:616006"
"ROGDI","ORPHA:1946"
"ROGDI","OMIM:226750"
"SRD5A3","ORPHA:324737"
"SRD5A3","OMIM:612379"
"SRD5A3","OMIM:612713"
"MCPH1","OMIM:251200"
"MCPH1","ORPHA:2512"
"USB1","ORPHA:1775"
"USB1","OMIM:604173"
"USB1","ORPHA:221046"
"RHBDF2","OMIM:148500"
"RHBDF2","ORPHA:2198"
"DYNC2H1","ORPHA:93270"
"DYNC2H1","ORPHA:474"
"DYNC2H1","ORPHA:93269"
"DYNC2H1","ORPHA:93271"
"TBL1XR1","OMIM:616944"
"TBL1XR1","OMIM:602342"
"TBL1XR1","ORPHA:520"
"TBL1XR1","ORPHA:487825"
"TBL1XR1","OMIM:270710"
"AAGAB","OMIM:148600"
"AAGAB","ORPHA:79501"
"ANKRD55","ORPHA:85408"
"ANKRD55","ORPHA:85410"
"PALB2","ORPHA:227535"
"PALB2","OMIM:610832"
"PALB2","ORPHA:145"
"PALB2","ORPHA:84"
"PALB2","OMIM:189960"
"PALB2","ORPHA:1333"
"NARS2","ORPHA:444458"
"NARS2","OMIM:616239"
"KCTD17","OMIM:616398"
"KCTD17","ORPHA:36899"
"BBS10","OMIM:615987"
"BBS10","ORPHA:110"
"SLC25A22","ORPHA:293181"
"SLC25A22","OMIM:609304"
"SLC25A22","ORPHA:1935"
"SLC25A22","ORPHA:1934"
"SNIP1","OMIM:614501"
"ZNF750","ORPHA:168606"
"ZNF750","OMIM:610227"
"ZFHX4","OMIM:178300"
"ZFHX4","ORPHA:91411"
"SUGCT","OMIM:231690"
"SUGCT","ORPHA:35706"
"MYH14","ORPHA:171215"
"MYH14","ORPHA:90635"
"MYH14","OMIM:600652"
"MYH14","ORPHA:397744"
"MYH14","OMIM:614369"
"FBXO31","OMIM:615979"
"FBXO31","ORPHA:88616"
"ALG9","OMIM:608776"
"ALG9","ORPHA:79328"
"ALG9","OMIM:263210"
"ZNF408","OMIM:616469"
"ZNF408","ORPHA:791"
"ZNF408","OMIM:616468"
"ZNF408","ORPHA:891"
"ARMC5","ORPHA:189427"
"ARMC5","OMIM:615954"
"HPS6","ORPHA:231512"
"HPS6","OMIM:614075"
"TTC21B","ORPHA:93591"
"TTC21B","ORPHA:474"
"TTC21B","OMIM:613820"
"TTC21B","OMIM:613819"
"EHMT1","OMIM:610253"
"EHMT1","ORPHA:261652"
"EHMT1","ORPHA:96147"
"TLE6","OMIM:616814"
"CAMKMT","ORPHA:369881"
"CAMKMT","ORPHA:238523"
"CAMKMT","ORPHA:163693"
"CLMP","ORPHA:2301"
"CLMP","OMIM:615237"
"NHEJ1","ORPHA:169079"
"NHEJ1","OMIM:611291"
"CSPP1","OMIM:615636"
"CSPP1","ORPHA:564"
"CSPP1","ORPHA:397715"
"CSPP1","ORPHA:475"
"TCTN2","OMIM:613885"
"TCTN2","ORPHA:564"
"TCTN2","OMIM:616654"
"TCTN2","ORPHA:475"
"ALG13","ORPHA:777"
"ALG13","ORPHA:324422"
"ALG13","OMIM:300884"
"UBA5","OMIM:617132"
"UBA5","OMIM:617133"
"UBA5","ORPHA:442835"
"ZC3H14","OMIM:617125"
"ZC3H14","ORPHA:88616"
"PYROXD1","OMIM:617258"
"KIAA0319L","ORPHA:220402"
"COQ8B","ORPHA:93213"
"COQ8B","OMIM:615573"
"L2HGDH","ORPHA:79314"
"L2HGDH","OMIM:236792"
"DHDDS","ORPHA:791"
"DHDDS","OMIM:613861"
"DHDDS","OMIM:617836"
"DHDDS","ORPHA:442835"
"PDZD7","OMIM:605472"
"PDZD7","ORPHA:231178"
"GRHL2","OMIM:608641"
"GRHL2","ORPHA:90635"
"GRHL2","OMIM:616029"
"GRHL2","ORPHA:423454"
"POF1B","OMIM:300604"
"STN1","OMIM:617341"
"STN1","ORPHA:2032"
"GREB1L","OMIM:617805"
"GREB1L","ORPHA:1848"
"GREB1L","ORPHA:93100"
"PANK2","ORPHA:216866"
"PANK2","ORPHA:216873"
"PANK2","OMIM:234200"
"PANK2","OMIM:607236"
"PGAP1","OMIM:615802"
"PGAP1","ORPHA:401820"
"PGAP1","ORPHA:88616"
"DCAF17","ORPHA:3464"
"DCAF17","OMIM:241080"
"FRAS1","OMIM:219000"
"FRAS1","ORPHA:2052"
"FRAS1","ORPHA:93100"
"EDC3","OMIM:616460"
"EDC3","ORPHA:88616"
"CTC1","ORPHA:1775"
"CTC1","OMIM:612199"
"CTC1","ORPHA:313838"
"IFT74","OMIM:617119"
"CEP290","OMIM:611755"
"CEP290","ORPHA:65"
"CEP290","OMIM:615991"
"CEP290","ORPHA:2318"
"CEP290","OMIM:611134"
"CEP290","OMIM:610188"
"CEP290","ORPHA:564"
"CEP290","OMIM:610189"
"CEP290","ORPHA:110"
"CEP290","ORPHA:3156"
"TTI2","ORPHA:391307"
"TTI2","OMIM:615541"
"FUZ","ORPHA:268397"
"FUZ","ORPHA:268762"
"FUZ","ORPHA:268752"
"FUZ","ORPHA:268384"
"FUZ","ORPHA:3027"
"FUZ","ORPHA:1136"
"FUZ","ORPHA:268766"
"FUZ","ORPHA:268770"
"FUZ","ORPHA:268748"
"FUZ","ORPHA:268758"
"FUZ","ORPHA:268392"
"FUZ","ORPHA:268377"
"FUZ","OMIM:182940"
"FUZ","ORPHA:268740"
"FUZ","ORPHA:268388"
"OPA3","ORPHA:67047"
"OPA3","ORPHA:67036"
"OPA3","OMIM:258501"
"OPA3","OMIM:165300"
"SPG11","OMIM:616668"
"SPG11","ORPHA:300605"
"SPG11","OMIM:602099"
"SPG11","OMIM:604360"
"SPG11","ORPHA:2822"
"SPG11","ORPHA:466775"
"ARMC9","OMIM:617622"
"ARMC9","ORPHA:475"
"TARS2","ORPHA:420733"
"TARS2","OMIM:615918"
"NUBPL","OMIM:252010"
"NUBPL","ORPHA:2609"
"CEP63","OMIM:614728"
"CEP63","ORPHA:2512"
"HSD3B7","ORPHA:79301"
"HSD3B7","OMIM:607765"
"FLAD1","OMIM:255100"
"FLAD1","ORPHA:394532"
"FLAD1","ORPHA:394529"
"KLHL15","OMIM:300982"
"PUS1","ORPHA:2598"
"PUS1","OMIM:600462"
"WNT10A","OMIM:257980"
"WNT10A","OMIM:224750"
"WNT10A","ORPHA:2721"
"WNT10A","OMIM:150400"
"WNT10A","ORPHA:99798"
"WNT10A","ORPHA:50944"
"WNT10A","ORPHA:248"
"COASY","ORPHA:397725"
"COASY","OMIM:615643"
"SLC19A3","ORPHA:263410"
"SLC19A3","ORPHA:199348"
"SLC19A3","OMIM:607483"
"SLC19A3","ORPHA:65284"
"SLC19A3","ORPHA:255241"
"MPIG6B","OMIM:617441"
"TSEN2","OMIM:612389"
"TSEN2","ORPHA:2524"
"B9D2","ORPHA:564"
"B9D2","OMIM:614175"
"COL18A1","OMIM:267750"
