"gene","pathway"
"QDPR","OMIM:261630"
"QDPR","ORPHA:226"
"RAB27A","OMIM:607624"
"RAB27A","ORPHA:79477"
"RAC2","OMIM:608203"
"RAC2","ORPHA:183707"
"RAD21","ORPHA:199"
"RAD21","OMIM:614701"
"RAD51","OMIM:617244"
"RAD51","ORPHA:145"
"RAD51","ORPHA:84"
"RAD51","ORPHA:238722"
"RAD51","OMIM:614508"
"RAD51C","OMIM:613390"
"RAD51C","ORPHA:145"
"RAD51C","ORPHA:84"
"RAD51C","OMIM:189960"
"RAD51D","ORPHA:145"
"RAF1","OMIM:611553"
"RAF1","OMIM:611554"
"RAF1","OMIM:615916"
"RAF1","ORPHA:500"
"RAF1","ORPHA:154"
"RAF1","ORPHA:251612"
"RAF1","ORPHA:648"
"RAG1","OMIM:233650"
"RAG1","OMIM:601457"
"RAG1","ORPHA:39041"
"RAG1","OMIM:609889"
"RAG1","ORPHA:231154"
"RAG1","ORPHA:157949"
"RAG1","OMIM:603554"
"RAG1","ORPHA:331206"
"RAG2","OMIM:233650"
"RAG2","OMIM:601457"
"RAG2","ORPHA:39041"
"RAG2","ORPHA:157949"
"RAG2","OMIM:603554"
"RAG2","ORPHA:331206"
"RAP1A","ORPHA:2322"
"RAP1B","ORPHA:2322"
"RAPSN","ORPHA:33108"
"RAPSN","ORPHA:994"
"RAPSN","OMIM:616326"
"RAPSN","OMIM:208150"
"RAPSN","ORPHA:98913"
"RARA","OMIM:612376"
"RARA","ORPHA:520"
"RARB","OMIM:615524"
"RARB","ORPHA:2470"
"RARS","ORPHA:438114"
"RARS","OMIM:616140"
"RASA1","ORPHA:137667"
"RASA1","OMIM:608354"
"RASA1","ORPHA:90307"
"RASA1","OMIM:608355"
"RASA1","OMIM:605462"
"RASA2","ORPHA:648"
"RB1","ORPHA:1587"
"RB1","ORPHA:668"
"RB1","ORPHA:357027"
"RB1","OMIM:109800"
"RB1","OMIM:180200"
"RB1","ORPHA:70573"
"RB1","OMIM:182280"
"RB1","ORPHA:357034"
"RB1","OMIM:259500"
"RBBP8","ORPHA:808"
"RBBP8","ORPHA:313795"
"RBBP8","OMIM:606744"
"RBBP8","OMIM:251255"
"RBMY1A1","OMIM:415000"
"RBMY1A1","ORPHA:1646"
"RBP3","ORPHA:791"
"RBP3","OMIM:268000"
"RBP3","OMIM:615233"
"RBP4","OMIM:615147"
"RBP4","ORPHA:98938"
"RBP4","OMIM:616428"
"RBP4","ORPHA:352718"
"OPN1LW","OMIM:303700"
"OPN1LW","ORPHA:16"
"OPN1LW","ORPHA:1872"
"OPN1LW","OMIM:303900"
"RDH5","ORPHA:227796"
"RDH5","ORPHA:52427"
"RDH5","OMIM:136880"
"PRPH2","OMIM:613105"
"PRPH2","ORPHA:227796"
"PRPH2","ORPHA:99000"
"PRPH2","ORPHA:99001"
"PRPH2","ORPHA:99003"
"PRPH2","ORPHA:1872"
"PRPH2","OMIM:169150"
"PRPH2","OMIM:608133"
"PRPH2","ORPHA:52427"
"PRPH2","OMIM:608161"
"PRPH2","ORPHA:791"
"PRPH2","ORPHA:75377"
"PRPH2","ORPHA:827"
"PRPH2","OMIM:136880"
"RDX","ORPHA:90636"
"RDX","OMIM:611022"
"REN","ORPHA:97369"
"REN","ORPHA:217330"
"REN","OMIM:267430"
"REN","OMIM:613092"
"REST","ORPHA:2024"
"REST","ORPHA:654"
"REST","OMIM:617626"
"RET","ORPHA:146"
"RET","OMIM:171300"
"RET","ORPHA:276624"
"RET","ORPHA:1848"
"RET","OMIM:162300"
"RET","ORPHA:247709"
"RET","ORPHA:29072"
"RET","OMIM:191830"
"RET","ORPHA:99361"
"RET","OMIM:171400"
"RET","ORPHA:99803"
"RET","OMIM:155240"
"RET","OMIM:209880"
"RET","ORPHA:388"
"RET","ORPHA:93100"
"RET","ORPHA:247698"
"REV3L","ORPHA:570"
"RFC2","ORPHA:904"
"RFX5","OMIM:209920"
"RFX5","ORPHA:572"
"RFXAP","OMIM:209920"
"RFXAP","ORPHA:572"
"RGR","ORPHA:791"
"RGR","OMIM:613769"
"RHAG","ORPHA:3203"
"RHAG","ORPHA:71275"
"RHAG","OMIM:185000"
"RHAG","OMIM:268150"
"RHO","OMIM:613731"
"RHO","ORPHA:52427"
"RHO","ORPHA:791"
"RHO","OMIM:610445"
"RHO","ORPHA:215"
"RHO","OMIM:136880"
"GRK1","ORPHA:75382"
"GRK1","ORPHA:215"
"GRK1","OMIM:613411"
"RIT1","OMIM:615355"
"RIT1","ORPHA:648"
"RLBP1","OMIM:607476"
"RLBP1","ORPHA:227796"
"RLBP1","ORPHA:52427"
"RLBP1","ORPHA:791"
"RLBP1","ORPHA:85128"
"RLBP1","OMIM:136880"
"RLBP1","OMIM:607475"
"RMRP","ORPHA:39041"
"RMRP","OMIM:250250"
"RMRP","OMIM:250460"
"RMRP","ORPHA:175"
"RMRP","OMIM:607095"
"RMRP","ORPHA:93347"
"RNASEL","ORPHA:1331"
"RNASEL","OMIM:601518"
"RNF6","OMIM:133239"
"RNF6","ORPHA:99977"
"ROBO1","ORPHA:95496"
"ROBO2","OMIM:610878"
"ROBO2","ORPHA:289365"
"ROM1","OMIM:608133"
"ROM1","ORPHA:791"
"ROM1","OMIM:268000"
"RORC","OMIM:616622"
"RORC","ORPHA:477857"
"RP9","OMIM:180104"
"RP9","ORPHA:791"
"RP1","OMIM:180100"
"RP1","ORPHA:791"
"RP2","OMIM:312600"
"RP2","ORPHA:791"
"RPGR","OMIM:300455"
"RPGR","ORPHA:49382"
"RPGR","ORPHA:244"
"RPGR","OMIM:304020"
"RPGR","ORPHA:791"
"RPGR","ORPHA:247522"
"RPGR","ORPHA:1872"
"RPGR","OMIM:300834"
"RPGR","OMIM:300029"
"RPE65","ORPHA:65"
"RPE65","ORPHA:791"
"RPE65","OMIM:204100"
"RPE65","OMIM:613794"
"RPE65","ORPHA:364055"
"RPL5","OMIM:612561"
"RPL5","ORPHA:124"
"RPL10","OMIM:300998"
"RPL10","ORPHA:435938"
"RPL10","ORPHA:459070"
"RPL11","OMIM:612562"
"RPL11","ORPHA:124"
"RPL15","OMIM:615550"
"RPL15","ORPHA:124"
"RPL18","ORPHA:124"
"RPL21","ORPHA:55654"
"RPL21","OMIM:615885"
"RPL26","OMIM:614900"
"RPL26","ORPHA:124"
"RPL27","OMIM:617408"
"RPL27","ORPHA:124"
"RPL35A","OMIM:612528"
"RPL35A","ORPHA:124"
"RPS6KA3","OMIM:300844"
"RPS6KA3","ORPHA:777"
"RPS6KA3","ORPHA:192"
"RPS6KA3","OMIM:303600"
"RPS6KA3","ORPHA:276630"
"RPS7","OMIM:612563"
"RPS7","ORPHA:124"
"RPS10","OMIM:613308"
"RPS10","ORPHA:124"
"RPS14","OMIM:153550"
"RPS14","ORPHA:86841"
"RPS17","OMIM:612527"
"RPS17","ORPHA:124"
"RPS19","OMIM:105650"
"RPS19","ORPHA:124"
"RPS23","OMIM:617412"
"RPS24","OMIM:610629"
"RPS24","ORPHA:124"
"RPS26","OMIM:613309"
"RPS26","ORPHA:124"
"RPS27","OMIM:617409"
"RPS27","ORPHA:124"
"RPS28","OMIM:606164"
"RPS28","ORPHA:124"
"RPS29","OMIM:615909"
"RPS29","ORPHA:124"
"RRAS","ORPHA:86834"
"RRAS","ORPHA:648"
"RREB1","ORPHA:567"
"RS1","OMIM:312700"
"RS1","ORPHA:792"
"RTN2","OMIM:604805"
"RTN2","ORPHA:100993"
"RYR1","ORPHA:98905"
"RYR1","ORPHA:324581"
"RYR1","ORPHA:169189"
"RYR1","ORPHA:424107"
"RYR1","ORPHA:423"
"RYR1","ORPHA:99741"
"RYR1","OMIM:255320"
"RYR1","OMIM:255310"
"RYR1","OMIM:117000"
"RYR1","ORPHA:33108"
"RYR1","ORPHA:466650"
"RYR1","OMIM:145600"
"RYR1","ORPHA:597"
"RYR1","ORPHA:178145"
"RYR2","OMIM:604772"
"RYR2","ORPHA:293899"
"RYR2","ORPHA:293888"
"RYR2","ORPHA:293910"
"RYR2","OMIM:600996"
"RYR2","ORPHA:3286"
"SAA1","ORPHA:85445"
"SAG","ORPHA:791"
"SAG","OMIM:258100"
"SAG","ORPHA:75382"
"SAG","ORPHA:215"
"SAG","OMIM:613758"
"SALL2","ORPHA:98943"
"SALL2","ORPHA:98944"
"SALL2","OMIM:216820"
"SALL2","ORPHA:98946"
"SALL2","ORPHA:98947"
"SALL2","ORPHA:98945"
"SALL2","ORPHA:98942"
"SALL1","ORPHA:857"
"SALL1","OMIM:107480"
"SAT1","OMIM:308800"
"SAT1","ORPHA:2340"
"SBF1","OMIM:615284"
"SBF1","ORPHA:363981"
"MSMO1","OMIM:616834"
"MSMO1","ORPHA:488168"
"SC5D","OMIM:607330"
"SC5D","ORPHA:46059"
"ATXN1","ORPHA:98755"
"ATXN1","OMIM:164400"
"ATXN2","ORPHA:98756"
"ATXN2","ORPHA:803"
"ATXN2","OMIM:183090"
"ATXN7","OMIM:164500"
"ATXN7","ORPHA:94147"
"ATXN8OS","OMIM:608768"
"ATXN8OS","ORPHA:98760"
"SCN1A","OMIM:607208"
"SCN1A","ORPHA:293181"
"SCN1A","OMIM:604403"
"SCN1A","OMIM:609634"
"SCN1A","ORPHA:569"
"SCN1A","ORPHA:33069"
"SCN1A","OMIM:604233"
"SCN1A","ORPHA:2382"
"SCN1A","ORPHA:36387"
"SCN1B","ORPHA:334"
"SCN1B","ORPHA:871"
"SCN1B","ORPHA:33069"
"SCN1B","OMIM:612838"
"SCN1B","ORPHA:130"
"SCN1B","OMIM:615377"
"SCN1B","OMIM:604233"
"SCN1B","OMIM:617350"
"SCN1B","ORPHA:36387"
"SCN2A","ORPHA:306"
"SCN2A","OMIM:607745"
"SCN2A","ORPHA:33069"
"SCN2A","ORPHA:140927"
"SCN2A","OMIM:613721"
"SCN2A","ORPHA:3451"
"SCN2A","ORPHA:1934"
"SCN2A","ORPHA:36387"
"SCN2B","ORPHA:334"
"SCN2B","OMIM:615378"
"SCN2B","ORPHA:130"
"SCN4A","ORPHA:99734"
"SCN4A","ORPHA:99736"
"SCN4A","ORPHA:98913"
"SCN4A","ORPHA:99735"
"SCN4A","ORPHA:682"
"SCN4A","OMIM:170400"
"SCN4A","ORPHA:684"
"SCN4A","ORPHA:681"
"SCN4A","OMIM:608390"
"SCN4A","OMIM:170500"
"SCN4A","OMIM:614198"
"SCN4A","OMIM:613345"
"SCN4A","OMIM:168300"
"SCN4B","ORPHA:334"
"SCN4B","OMIM:611819"
"SCN4B","ORPHA:101016"
"SCN5A","ORPHA:334"
"SCN5A","ORPHA:130"
"SCN5A","OMIM:608567"
"SCN5A","ORPHA:166282"
"SCN5A","ORPHA:228140"
"SCN5A","OMIM:614022"
"SCN5A","ORPHA:871"
"SCN5A","OMIM:601154"
"SCN5A","OMIM:603830"
"SCN5A","ORPHA:101016"
"SCN5A","OMIM:113900"
"SCN5A","OMIM:603829"
"SCN5A","ORPHA:154"
"SCN5A","ORPHA:1344"
"SCN5A","OMIM:601144"
"SCN8A","ORPHA:306"
"SCN8A","OMIM:617080"
"SCN8A","OMIM:614558"
"SCN8A","OMIM:614306"
"SCN8A","ORPHA:442835"
"SCN8A","ORPHA:31709"
"SCN9A","OMIM:613863"
"SCN9A","ORPHA:88642"
"SCN9A","ORPHA:33069"
"SCN9A","ORPHA:90026"
"SCN9A","ORPHA:306577"
"SCN9A","OMIM:243000"
"SCN9A","ORPHA:46348"
"SCN9A","OMIM:167400"
"SCN9A","ORPHA:970"
"SCN9A","OMIM:201300"
"SCN9A","OMIM:133020"
"SCN9A","ORPHA:1956"
"SCN9A","ORPHA:36387"
"SCN10A","ORPHA:88642"
"SCN10A","ORPHA:90026"
"SCN10A","ORPHA:306577"
"SCN10A","ORPHA:130"
"SCN10A","ORPHA:46348"
"SCN10A","OMIM:615551"
"SCNN1A","OMIM:613021"
"SCNN1A","OMIM:264350"
"SCNN1A","ORPHA:171876"
"SCNN1A","ORPHA:60033"
"SCNN1B","OMIM:177200"
"SCNN1B","OMIM:211400"
"SCNN1B","OMIM:264350"
"SCNN1B","ORPHA:171876"
"SCNN1B","ORPHA:526"
"SCNN1B","ORPHA:60033"
"SCNN1G","OMIM:177200"
"SCNN1G","OMIM:613071"
"SCNN1G","OMIM:264350"
"SCNN1G","ORPHA:171876"
"SCNN1G","ORPHA:526"
"SCNN1G","ORPHA:60033"
"SCO1","OMIM:220110"
"SCO1","ORPHA:1561"
"SCP2","OMIM:613724"
"SCP2","ORPHA:163684"
"SDHA","OMIM:256000"
"SDHA","OMIM:614165"
"SDHA","OMIM:613642"
"SDHA","ORPHA:154"
"SDHA","ORPHA:3208"
"SDHA","ORPHA:29072"
"SDHA","OMIM:252011"
"SDHA","ORPHA:255241"
"SDHA","ORPHA:44890"
"SDHB","OMIM:606864"
"SDHB","OMIM:612359"
"SDHB","OMIM:171300"
"SDHB","ORPHA:276624"
"SDHB","ORPHA:97286"
"SDHB","OMIM:606764"
"SDHB","ORPHA:3208"
"SDHB","ORPHA:29072"
"SDHB","OMIM:115310"
"SDHB","ORPHA:201"
"SDHB","ORPHA:44890"
"SDHC","OMIM:605373"
"SDHC","OMIM:606864"
"SDHC","ORPHA:97286"
"SDHC","OMIM:606764"
"SDHC","ORPHA:29072"
"SDHC","ORPHA:201"
"SDHC","ORPHA:44890"
"SDHD","ORPHA:100093"
"SDHD","OMIM:114900"
"SDHD","OMIM:168000"
"SDHD","OMIM:606864"
"SDHD","OMIM:171300"
"SDHD","ORPHA:276624"
"SDHD","ORPHA:97286"
"SDHD","OMIM:615106"
"SDHD","ORPHA:3208"
"SDHD","ORPHA:29072"
"SDHD","OMIM:252011"
"SDHD","ORPHA:201"
"TRAPPC2","ORPHA:93284"
"TRAPPC2","OMIM:313400"
"SFRP4","ORPHA:3005"
"SFRP4","OMIM:265900"
"SFTPB","ORPHA:70587"
"SFTPB","OMIM:265120"
"SFTPB","ORPHA:217563"
"SFTPC","OMIM:610913"
"SFTPC","ORPHA:440392"
"SFTPC","ORPHA:2032"
"SFTPC","OMIM:178500"
"SFTPC","ORPHA:70587"
"SFTPC","ORPHA:217566"
"SGCA","OMIM:608099"
"SGCA","ORPHA:62"
"SGCB","OMIM:604286"
"SGCB","ORPHA:119"
"SGCD","ORPHA:219"
"SGCD","OMIM:606685"
"SGCD","ORPHA:154"
"SGCD","OMIM:601287"
"SGCG","OMIM:253700"
"SGCG","ORPHA:353"
"SGSH","ORPHA:79269"
"SGSH","OMIM:252900"
"SH3BP2","ORPHA:184"
"SH3BP2","OMIM:118400"
"SHH","OMIM:611638"
"SHH","ORPHA:98938"
"SHH","ORPHA:2950"
"SHH","ORPHA:485275"
"SHH","ORPHA:280195"
"SHH","ORPHA:93321"
"SHH","ORPHA:476119"
"SHH","ORPHA:2286"
"SHH","OMIM:142945"
"SHH","ORPHA:93405"
"SHH","ORPHA:3332"
"SHH","ORPHA:280200"
"SHH","ORPHA:93925"
"SHH","ORPHA:93924"
"SHH","OMIM:269160"
"SHH","ORPHA:93336"
"SHH","ORPHA:220386"
"SHH","OMIM:147250"
"SHH","ORPHA:93926"
"SHOX","ORPHA:314795"
"SHOX","ORPHA:2632"
"SHOX","ORPHA:240"
"SI","ORPHA:306462"
"SI","ORPHA:306474"
"SI","ORPHA:306436"
"SI","ORPHA:306446"
"SI","ORPHA:306486"
"SI","OMIM:222900"
"ST3GAL3","ORPHA:88616"
"ST3GAL3","ORPHA:3451"
"STIL","ORPHA:2512"
"STIL","OMIM:612703"
"STIL","ORPHA:99861"
"SIM1","ORPHA:398079"
"SIM1","ORPHA:171829"
"SIM1","OMIM:601665"
"SIM1","ORPHA:369873"
"SIX1","OMIM:113650"
"SIX1","ORPHA:90635"
"SIX1","OMIM:605192"
"SIX1","OMIM:608389"
"SIX1","ORPHA:52429"
"SIX1","ORPHA:107"
"SIX3","ORPHA:93925"
"SIX3","ORPHA:93924"
"SIX3","ORPHA:485275"
"SIX3","ORPHA:280195"
"SIX3","OMIM:269160"
"SIX3","OMIM:157170"
"SIX3","ORPHA:220386"
"SIX3","ORPHA:93926"
"SIX3","ORPHA:280200"
"SKI","ORPHA:2462"
"SKI","ORPHA:1606"
"SKI","OMIM:182212"
"SKIV2L","ORPHA:84064"
"SKIV2L","OMIM:614602"
"SLC1A2","OMIM:617105"
"SLC1A3","ORPHA:2131"
"SLC1A3","OMIM:612656"
"SLC1A3","ORPHA:209967"
"SLC1A4","OMIM:616657"
"SLC1A4","ORPHA:447997"
"SLC2A1","ORPHA:98811"
"SLC2A1","ORPHA:168577"
"SLC2A1","ORPHA:53583"
"SLC2A1","ORPHA:64280"
"SLC2A1","ORPHA:71277"
"SLC2A1","OMIM:608885"
"SLC2A2","OMIM:227810"
"SLC2A2","ORPHA:2088"
"SLC2A3","ORPHA:399"
"SLC3A1","ORPHA:238523"
"SLC3A1","ORPHA:163693"
"SLC3A1","ORPHA:93612"
"SLC3A1","ORPHA:163690"
"SLC3A1","OMIM:220100"
"SLC4A1","ORPHA:398088"
"SLC4A1","OMIM:179800"
"SLC4A1","ORPHA:822"
"SLC4A1","OMIM:612653"
"SLC4A1","OMIM:611590"
"SLC4A1","OMIM:185020"
"SLC4A1","ORPHA:93610"
"SLC4A1","OMIM:166900"
"SLC4A1","ORPHA:93608"
"SLC4A1","ORPHA:98868"
"SLC4A1","ORPHA:3202"
"SLC5A1","OMIM:606824"
"SLC5A1","ORPHA:35710"
"SLC5A2","ORPHA:69076"
"SLC5A2","OMIM:233100"
"SLC5A5","ORPHA:95716"
"SLC5A5","OMIM:274400"
"SLC6A1","ORPHA:1942"
"SLC6A1","OMIM:616421"
"SLC6A2","ORPHA:443236"
"SLC6A2","OMIM:604715"
"SLC6A3","ORPHA:238455"
"SLC6A3","OMIM:613135"
"SLC6A8","OMIM:300352"
"SLC6A8","ORPHA:52503"
"SLC6A9","OMIM:617301"
"SLC6A9","ORPHA:289863"
"SLC6A9","ORPHA:289860"
"SLC9A1","OMIM:616291"
"SLC9A1","ORPHA:448251"
"SLC9A3","OMIM:616868"
"SLC9A3","ORPHA:103908"
"SLC10A2","OMIM:613291"
"SLC11A1","ORPHA:3389"
"SLC12A1","ORPHA:93604"
"SLC12A1","OMIM:601678"
"SLC12A3","ORPHA:358"
"SLC12A3","OMIM:263800"
"SLC16A1","ORPHA:171690"
"SLC16A1","OMIM:610021"
"SLC16A1","ORPHA:165991"
"SLC16A1","OMIM:616095"
"SLC16A1","ORPHA:438075"
"SLC16A1","OMIM:245340"
"SLC16A2","OMIM:300523"
"SLC16A2","ORPHA:59"
"SLC34A1","OMIM:612286"
"SLC34A1","OMIM:616963"
"SLC34A1","OMIM:613388"
"SLC34A1","ORPHA:300547"
"SLC34A1","ORPHA:244305"
"SLC34A1","ORPHA:3337"
"SLC18A2","ORPHA:352649"
"SLC18A3","OMIM:617239"
"SLC18A3","ORPHA:98914"
"SLC20A2","OMIM:213600"
"SLC20A2","ORPHA:1980"
"SLC25A1","OMIM:615182"
"SLC25A1","ORPHA:356978"
"SLC25A1","ORPHA:98914"
"SLCO2A1","OMIM:614441"
"SLCO2A1","ORPHA:468641"
"SLCO2A1","ORPHA:2796"
"SLC22A5","ORPHA:158"
"SLC22A5","OMIM:212140"
"SNAI2","OMIM:608890"
"SNAI2","ORPHA:895"
"SNAI2","ORPHA:2884"
"SNAI2","OMIM:172800"
"SMARCA2","ORPHA:3051"
"SMARCA2","OMIM:601358"
"SMARCA4","ORPHA:231108"
"SMARCA4","ORPHA:1465"
"SMARCA4","ORPHA:466962"
"SMARCA4","OMIM:614609"
"SMARCA4","ORPHA:370396"
"SMARCB1","ORPHA:231108"
"SMARCB1","ORPHA:1465"
"SMARCB1","ORPHA:99966"
"SMARCB1","OMIM:614608"
"SMARCB1","ORPHA:93921"
"SMARCB1","OMIM:609322"
"SMARCB1","ORPHA:263662"
"SMARCE1","ORPHA:1465"
"SMARCE1","OMIM:616938"
"SMARCE1","ORPHA:263662"
"SMN1","OMIM:271150"
"SMN1","OMIM:253550"
"SMN1","ORPHA:83330"
"SMN1","OMIM:253400"
"SMN1","ORPHA:83420"
"SMN1","ORPHA:83418"
"SMN1","OMIM:253300"
"SMN1","ORPHA:83419"
"SMO","ORPHA:1553"
"SMO","OMIM:601707"
"SMO","OMIM:605462"
"SMPD1","OMIM:607616"
"SMPD1","OMIM:257200"
"SMPD1","ORPHA:77293"
"SMPD1","ORPHA:77292"
"SMS","OMIM:309583"
"SMS","ORPHA:3063"
"SNAP25","OMIM:616330"
"SNAP25","ORPHA:98914"
"SNCB","OMIM:127750"
"SNCA","OMIM:168601"
"SNCA","OMIM:605543"
"SNCA","ORPHA:2828"
"SNCA","ORPHA:171695"
"SNCA","OMIM:127750"
"SNCA","ORPHA:411602"
"SNRPB","ORPHA:1393"
"SNRPB","OMIM:117650"
"SNRPE","ORPHA:55654"
"SNRPE","OMIM:615059"
"SNRPN","ORPHA:411515"
"SNRPN","OMIM:209850"
"SNRPN","ORPHA:98754"
"SNRPN","ORPHA:177901"
"SNRPN","ORPHA:177907"
"SNRPN","OMIM:176270"
"SNRPN","ORPHA:177904"
"SNRPN","ORPHA:177910"
"SNTA1","ORPHA:101016"
"SNTA1","OMIM:612955"
"SOD1","ORPHA:803"
"SOD1","OMIM:105400"
"SON","OMIM:617140"
"SORL1","ORPHA:1020"
"SOS1","OMIM:135300"
"SOS1","ORPHA:2024"
"SOS1","OMIM:610733"
"SOS1","ORPHA:648"
"SOS2","OMIM:616559"
"SOS2","ORPHA:648"
"SOX2","ORPHA:2542"
"SOX2","ORPHA:77298"
"SOX2","OMIM:206900"
"SOX2","ORPHA:3157"
"SOX2","OMIM:189960"
"SOX3","ORPHA:3157"
"SOX3","ORPHA:90695"
"SOX3","OMIM:312000"
"SOX3","OMIM:300123"
"SOX3","ORPHA:79495"
"SOX3","ORPHA:393"
"SOX3","ORPHA:67045"
"SOX5","ORPHA:313884"
"SOX5","OMIM:616803"
"SOX5","ORPHA:313892"
"SOX9","ORPHA:718"
"SOX9","OMIM:114290"
"SOX9","ORPHA:140"
"SOX9","ORPHA:251510"
"SOX9","ORPHA:242"
"SOX9","OMIM:616425"
"SOX9","ORPHA:393"
"SOX9","ORPHA:2138"
"SOX10","ORPHA:895"
"SOX10","ORPHA:163746"
"SOX10","OMIM:611584"
"SOX10","OMIM:613266"
"SOX10","ORPHA:478"
"SOX10","OMIM:609136"
"SOX10","ORPHA:897"
"SOX11","ORPHA:1465"
"SOX11","OMIM:615866"
"SPAG1","ORPHA:244"
"SPAG1","OMIM:615505"
"SPARC","ORPHA:216820"
"SPARC","OMIM:616507"
"SPAST","OMIM:182601"
"SPAST","ORPHA:100985"
"SPG7","ORPHA:35689"
"SPG7","ORPHA:99013"
"SPG7","OMIM:607259"
"SPIB","ORPHA:186"
"SPINK1","OMIM:608189"
"SPINK1","ORPHA:103918"
"SPINK1","OMIM:167800"
"SPINK1","ORPHA:676"
"SPR","OMIM:612716"
"SPR","ORPHA:70594"
"SPTA1","ORPHA:822"
"SPTA1","OMIM:130600"
"SPTA1","OMIM:270970"
"SPTA1","ORPHA:288"
"SPTA1","OMIM:266140"
"SPTAN1","OMIM:613477"
"SPTAN1","ORPHA:3451"
"SPTB","ORPHA:822"
"SPTB","ORPHA:288"
"SPTB","OMIM:616649"
"SPTBN2","OMIM:600224"
"SPTBN2","OMIM:615386"
"SPTBN2","ORPHA:352403"
"SPTBN2","ORPHA:98766"
"SRC","OMIM:114500"
"SRC","ORPHA:480851"
"SRC","OMIM:616937"
"SRD5A2","ORPHA:1331"
"SRD5A2","OMIM:264600"
"SRD5A2","ORPHA:753"
"AKR1D1","ORPHA:79303"
"AKR1D1","OMIM:235555"
"SRP54","ORPHA:811"
"SRP72","ORPHA:314399"
"SRP72","OMIM:614675"
"SRY","OMIM:400045"
"SRY","ORPHA:251510"
"SRY","ORPHA:242"
"SRY","OMIM:400044"
"SRY","ORPHA:393"
"SRY","ORPHA:2138"
"SRY","ORPHA:1772"
"SSR4","OMIM:300934"
"SSR4","ORPHA:370927"
"SSX1","OMIM:300813"
"SSX1","ORPHA:3273"
"SSX2","OMIM:300813"
"SSX2","ORPHA:3273"
"ST14","ORPHA:91132"
"STAR","ORPHA:361"
"STAR","OMIM:201710"
"STAR","ORPHA:325529"
"STAR","ORPHA:325524"
"STAT1","OMIM:613796"
"STAT1","ORPHA:391311"
"STAT1","OMIM:614162"
"STAT1","ORPHA:391487"
"STAT1","OMIM:614892"
"STAT1","ORPHA:319595"
"STAT2","ORPHA:431166"
"STAT2","OMIM:616636"
"STAT3","OMIM:147060"
"STAT3","OMIM:615952"
"STAT3","ORPHA:438159"
"STAT3","ORPHA:99885"
"STAT3","ORPHA:2314"
"STAT4","ORPHA:85408"
"STAT4","ORPHA:117"
"STAT4","ORPHA:85410"
"STAT4","ORPHA:93552"
"STAT5B","ORPHA:220465"
"STAT5B","ORPHA:520"
"STAT5B","OMIM:245590"
"ELOVL4","ORPHA:352333"
"ELOVL4","OMIM:600110"
"ELOVL4","ORPHA:1955"
"ELOVL4","ORPHA:827"
"STIM1","ORPHA:317430"
"STIM1","ORPHA:3204"
"STIM1","ORPHA:2593"
"STIM1","OMIM:612783"
"STIM1","OMIM:160565"
"STK4","ORPHA:314689"
"STK4","OMIM:614868"
"CDKL5","ORPHA:3095"
"CDKL5","ORPHA:3451"
"CDKL5","OMIM:300672"
"CDKL5","ORPHA:1934"
"STK11","OMIM:260350"
"STK11","OMIM:175200"
"STK11","OMIM:273300"
"STK11","ORPHA:2869"
"AURKC","ORPHA:137893"
"AURKC","OMIM:243060"
"STX1A","ORPHA:586"
"STX3","ORPHA:2290"
"STXBP1","ORPHA:33069"
"STXBP1","ORPHA:3095"
"STXBP1","ORPHA:178469"
"STXBP1","OMIM:612164"
"STXBP1","ORPHA:495818"
"STXBP1","ORPHA:3451"
"STXBP1","ORPHA:442835"
"STXBP1","ORPHA:1934"
"STXBP2","OMIM:613101"
"STXBP2","ORPHA:540"
"SULT2B1","ORPHA:313"
"SULT2B1","OMIM:617571"
"SUOX","OMIM:272300"
"SUOX","ORPHA:99731"
"ABCC8","OMIM:125853"
"ABCC8","OMIM:240800"
"ABCC8","OMIM:606176"
"ABCC8","OMIM:256450"
"ABCC8","ORPHA:276598"
"ABCC8","ORPHA:276575"
"ABCC8","OMIM:610374"
"ABCC8","ORPHA:552"
"ABCC8","ORPHA:79134"
"ABCC8","ORPHA:99886"
"ABCC8","ORPHA:79643"
"ABCC8","ORPHA:99885"
"SURF1","OMIM:256000"
"SURF1","OMIM:616684"
"SURF1","ORPHA:391351"
"SURF1","ORPHA:70474"
"SURF1","ORPHA:255241"
"VAMP1","OMIM:108600"
"VAMP1","ORPHA:98914"
"VAMP1","ORPHA:251282"
"VAMP7","ORPHA:251510"
"SYN1","ORPHA:85294"
"SYN1","OMIM:300491"
"SYP","ORPHA:777"
"SYP","OMIM:300802"
"TBXT","ORPHA:268397"
"TBXT","ORPHA:268762"
"TBXT","ORPHA:268752"
"TBXT","ORPHA:178"
"TBXT","ORPHA:268384"
"TBXT","ORPHA:268766"
"TBXT","ORPHA:268770"
"TBXT","ORPHA:268748"
"TBXT","ORPHA:268758"
"TBXT","OMIM:615709"
"TBXT","ORPHA:268392"
"TBXT","ORPHA:268377"
"TBXT","ORPHA:397927"
"TBXT","ORPHA:268740"
"TBXT","ORPHA:268388"
"TAC3","OMIM:614839"
"TAC3","ORPHA:432"
"ADAM17","ORPHA:294023"
"ADAM17","OMIM:614328"
"TACR3","ORPHA:432"
"TACR3","OMIM:614840"
"TACR3","ORPHA:478"
"TAF1","OMIM:300966"
"TAF1","ORPHA:53351"
"TAF1","OMIM:314250"
"TAF1","ORPHA:480907"
